,clean_tweet
1002,තෝ වගේ හැමෝම මෝඩ නැ සැ යු - සුරා සූදුවෙන් තොර උනාට මතට ලොල්
1003,ඔක්කොම ඉවරවෙලා ගෙදර යන්න හදද්දි තෝ කොහෙ යන්නද දැන්ම ඔහොම හිටපන්
1004,ගෙදර ගියොත් අඹු නසී - මඟ හිටියොත් තෝ නසී -
1005,තෝ ඉතින් හැම තූත්තුකුඩියෙම යන එකානෙ
1006,සත්ව හිංසනය මං තරයේ හෙලා දකිනවාතෝ අහුවෙන්නෙපා මට මයිලෙන් මයිල ගලවන්නේ
1007,ඉස්සරහ ගෙදර පොඩි කොල්ලා හයියෙන් සින්දු දාලා පොර රැප් සීන් එකේ ඉන්නේටික වෙලාවකින් උක් කන්න සින්දුව ගියා පොඩි එකාගේ අම්මා කොස්සෙන් ගහන්න එලෙව්වෙ ඌට තෝ මට පෝය දවසෙවත් නිදහසේ ඉන්න දීපන් කියලා
1008,තෝ ඉතින් ටියුබ් ලයිට් නේ
1009,තෝ බලපන්තොගේනේ බැටර් ලෙවල් අඩු වෙන්නෙ
1010,තෝ බලපන් තොගෙ අඩු වෙලාද කියල උලමා
1011,කොයිල්මේයර්ගෙං තෝ ඉංග්‍රීසියෙං ගුටිකන්නද හදන්නෙ ? ?
1012,තෝ නම් මොන නැකතින් ඉපදිලා මංද
1013,පාහර බල්ලා අරැන්ගෙ සල්ලි අරගෙන අහිංසක මිනිස්සු මැරෙන්න ඇරියාතෝ මැරෙන්නෙ පනුවො ගහලා
1014,තෝ ඔය හිනා වෙන්නේ මගේ අහිංසක ප්‍රේමනීය හැගීම් වලට
1015,මං යනව වැලන්ටයින් සෙබ්‍රේට් කරන්න එන් නෑ තෝ
1016,තෝ මොන ලබ්බකටද මේක අස්සට ආවේ
1017,මම තොටනේ කිව්නේ තෝ පල
1018,ස්වීට් හාර්ට් ලෙස ඉඳපං කොටු පනින්න මට දීපංමගෙ වගතුග නොඅසාපං මං ජේලර් බව දැනගං තොගෙ කූඩුවෙ තෝ ඉඳපංමං ගැන විතරක් හිතපං අයිතිය මගෙ බව හිතපංපත්තිනි චරිතය රැකපංඑළි වෙනකං හොටු පෙරපංඉන්නේ කොතනද කියපංකවුරුත් එක්කද කියපංඌට ෆෝන් එක දීපංදැන් ඔය ඇති කට වහපංඋපුටා ගැනීමක්
1019,අපිටත් පුලුවන් බන්එකක පින්තූරයක් අරන් එවන්නපස්සේඑක උඩම නිදාගන්න බැරියතෝ වගේ
1020,ඒක හිතන්නවත් උඹට මොළයක් නෑවිවිධත්වය කියන එකවත් දන්නෙ නෑඅනේ මෝඩයෝතෝ වගේ එකෙක් එක්ක ද මං මෙච්චර වෙලා කතා කළේමගේ ලොකු වැරද්දක්
1021,අපි වගේ කොල්ලො ඉස්සරහ තෝ නාකීයා
1022,ඒක හිතන්නවත් උඹට මොළයක් නෑවිවිධත්වය කියන එකවත් දන්නෙ නෑඅනේ මෝඩයෝතෝ වගේ එකෙක් එක්ක ද මං මෙච්චර වෙලා කතා කළේමගේ ලොකු වැරද්දක්
1023,අපිට තියෙනව හැබැයි තෝ හිනා නොව් චුප්
1024,තෝ ඉතින් කොහොමත් වැඩිය කන්නෙ නැනේ
1025,ඒක හිතන්නවත් උඹට මොළයක් නෑවිවිධත්වය කියන එකවත් දන්නෙ නෑඅනේ මෝඩයෝතෝ වගේ එකෙක් එක්ක ද මං මෙච්චර වෙලා කතා කළේමගේ ලොකු වැරද්දක්
1026,තෝ වගේ ගොං මුසලයෙක් කියලා කාට හරි බනින්නෝනී
1027,පල යන්නදැන් තෝ සතුට හොයන් ගිහින් බැදගෙන කරුමෙ නෙවෙයිද ගෙවන්නෙ
1028,තෝ අහුවුණොත් හමගහනව මෝඩ වඳුරො
1029,අන්න බයියියනේ උබලට මාළු අල්ලන්න නාමල් මහත්තයා ඇලක් කපලා තෝ පාලයන් බොට්ටු පදින්න ගැනිව එවාපන් මන් ගාවට
1030,හෙලෝ කියල ද කතා කරන්නේ හූතෝ ? මීටඉමදුවඑක රටක් නීති හැටක්
1031,"හලෝ කියලද කතා කරන්නේ හුතෝ "" ඒක රටක් එක නීතියක් """
1032,"රෑ තිස්සේ වැඩ කර කර ඉද්දී වෙන උන් අහනකොට තෝ මොකද කරන්නේ කියලාකටට එන නෝමල් බොරුව කියුවේ "" නෑ බං මේඑකක් බලනවා "" කියලාපස්සේ මතක් උනේ ඌත් කෙනෙක්ම නේද කියලාඌ වැඩ කර කර ඉඳපුව මමකරලා"
1033,තෝ එක්කෝ වදුරන්ව දැකලා නැ නැත්නම් ගෑස් ටැංකි දැකලා නැ
1034,"ඒකත් බෑ දැං ට්‍රිප් යනකොට හැමෙකාම වීඩියෝ නෙ අලි බලන්න ගිහින් මම ඉතිං කියෝනවා "" ආන්න අලියට නැගලා තෝව දැකල තෝ පොටෝ ගද්දි උගෙ හිතේ පොර කියලා "" යාලුව පස්සෙ බයිනවා කොහොමද මේව ගෙදරයට පෙන්වන්නේ කියල"
1035,ෆකින් ට්‍රැෆික් ඊස් බැක්
1036,අයි හේට් දීස් ෆකින් කැට්ස්
1037,දිස් ඉස් ෆකින් තෘ අබෞට් ලයිෆ්
1038,මේක් දැට් හෝලි මෝලි ෆකින් හෙල්
1039,අඩෝ ෆකින් ඕසම් නේ
1040,ප්‍රශ්න නම් නතින්හැමදා අපි ෆකින් මං මචන් නවින්
